545,540,547,549,547,543,550,547,551,544,544,544,543,549,551,538,548,547,550,550,550,536,546,544,548,551,548,539,546,547,547,550,546,542,547,542,550,551,547,547,549,537,546,548,552,541,547,546,549,545,552,533,547,546,549,550,551,542,548,541,550,548,538,543,548,545,553,553,542,541,550,539,551,546,549,542,551,546,544,550,551,537,547,541,549,548,549,542,541,551,549,546,545,541,549,544,548,555,532,546
1449,1415,1383,1431,1409,1427,1401,1456,1431,1425,1379,1413,1424,1436,1451,1396,1409,1390,1400,1413,1392,1409,1387,1414,1420,1394,1413,1412,1394,1412,1392,1384,1416,1412,1413,1394,1410,1412,1392,1412,1422,1388,1418,1407,1410,1391,1411,1414,1396,1392,1417,1384,1417,1387,1416,1389,1412,1421,1390,1387,1412,1384,1416,1386,1419,1392,1391,1410,1392,1390,1411,1383,1413,1384,1418,1389,1388,1412,1392,1390,1410,1378,1412,1385,1368,1392,1393,1389,1393,1389,1409,1366,1388,1395,1364,1390,1395,1390,1397,1389
2349,2302,2296,2312,2321,2307,2312,2323,2314,2322,2330,2306,2318,2317,2324,2320,2320,2329,2317,2321,2326,2310,2327,2319,2324,2317,2316,2331,2323,2320,2323,2307,2329,2318,2333,2315,2316,2331,2319,2319,2336,2298,2324,2320,2326,2323,2322,2324,2319,2315,2325,2318,2325,2319,2327,2318,2320,2325,2327,2318,2323,2315,2322,2314,2340,2313,2320,2322,2327,2319,2333,2305,2324,2319,2335,2316,2325,2317,2321,2320,2326,2322,2329,2309,2337,2315,2318,2334,2323,2321,2328,2310,2330,2315,2339,2315,2320,2326,2319,2321
3308,3243,3255,3259,3266,3266,3265,3271,3271,3269,3269,3269,3270,3262,3279,3264,3255,3276,3260,3260,3276,3270,3275,3262,3276,3273,3268,3273,3264,3261,3271,3265,3264,3278,3262,3274,3265,3274,3261,3265,3272,3266,3267,3267,3244,3276,3274,3277,3272,3274,3280,3271,3261,3272,3256,3277,3259,3265,3271,3279,3279,3274,3270,3271,3214,3270,3270,3259,3259,3265,3271,3264,3263,3284,3226,3277,3272,3235,3264,3279,3265,3263,3258,3273,3216,3273,3276,3246,3267,3271,3271,3266,3264,3273,3217,3269,3267,3225,3268,3277
4413,4364,4344,4362,4348,4356,4371,4364,4354,4364,4365,4318,4365,4370,4305,4378,4366,4364,4364,4364,4360,4288,4369,4370,4293,4357,4375,4365,4358,4371,4353,4291,4371,4369,4302,4294,4361,4372,4362,4309,4360,4280,4360,4375,4287,4295,4370,4350,4368,4293,4359,4292,4291,4363,4293,4364,4369,4361,4352,4301,4362,4287,4368,4357,4299,4371,4370,4374,4368,4287,4321,4286,4362,4291,4282,4363,4369,4359,4364,4300,4282,4293,4364,4290,4291,4360,4293,4362,4358,4297,4291,4274,4371,4361,4290,4366,4366,4363,4367,4297
5317,5405,5263,5363,5265,5281,5269,5282,5259,5311,5261,5281,5275,5269,5262,5285,5284,5259,5270,5290,5254,5286,5278,5270,5255,5302,5276,5259,5276,5295,5271,5268,5264,5277,5251,5298,5268,5265,5274,5294,5260,5286,5286,5268,5272,5279,5272,5272,5263,5298,5261,5282,5271,5264,5270,5293,5281,5256,5288,5289,5254,5293,5271,5273,5253,5291,5284,5259,5274,5289,5273,5287,5256,5281,5267,5303,5275,5265,5269,5300,5258,5281,5287,5251,5281,5282,5274,5275,5261,5303,5276,5299,5279,5261,5272,5291,5277,5256,5282,5281
6286,6173,6168,6165,6150,6158,6174,6189,6173,6182,6170,6200,6159,6145,6128,6163,6155,6158,6131,6176,6144,6210,6141,6156,6129,6168,6158,6162,6133,6161,6127,6176,6148,6145,6129,6163,6142,6188,6134,6167,6129,6171,6144,6136,6132,6164,6138,6158,6138,6170,6119,6190,6146,6129,6126,6167,6151,6154,6158,6166,6111,6179,6143,6138,6130,6186,6157,6191,6155,6163,6107,6181,6147,6143,6131,6187,6144,6154,6153,6159,6154,6213,6140,6124,6129,6184,6141,6157,6162,6167,6149,6181,6141,6109,6128,6184,6154,6196,6159,6184
7362,7341,7325,7312,7309,7348,7328,7354,7315,7352,7322,7354,7329,7355,7322,7362,7315,7336,7320,7354,7264,7336,7322,7318,7321,7347,7330,7375,7320,7344,7268,7353,7322,7315,7325,7349,7326,7335,7316,7353,7267,7337,7330,7358,7326,7335,7319,7348,7319,7343,7265,7343,7325,7310,7325,7351,7320,7366,7317,7322,7275,7342,7318,7314,7328,7350,7293,7341,7323,7316,7317,7352,7320,7281,7324,7351,7281,7339,7326,7354,7329,7348,7311,7273,7335,7350,7274,7345,7330,7326,7313,7346,7319,7275,7322,7350,7283,7365,7321,7319
8524,8490,8479,8456,8465,8526,8500,8493,8476,8476,8450,8511,8467,8441,8468,8504,8513,8493,8485,8461,8414,8493,8472,8401,8458,8508,8502,8485,8479,8473,8422,8502,8476,8405,8465,8508,8502,8495,8482,8470,8422,8496,8483,8388,8458,8498,8487,8492,8483,8470,8424,8498,8475,8406,8462,8497,8467,8496,8481,8470,8410,8507,8465,8397,8464,8500,8448,8497,8426,8463,8480,8492,8479,8400,8463,8505,8445,8504,8484,8458,8491,8501,8466,8405,8461,8506,8438,8497,8488,8468,8483,8502,8472,8391,8459,8498,8450,8495,8482,8415
9622,9606,9587,9611,9583,9623,9595,9613,9592,9572,9529,9527,9572,9528,9588,9544,9589,9600,9578,9568,9493,9607,9561,9526,9584,9534,9583,9607,9521,9494,9496,9614,9528,9522,9579,9535,9505,9617,9518,9500,9505,9613,9499,9523,9577,9528,9497,9600,9510,9500,9487,9611,9577,9530,9580,9615,9502,9613,9510,9505,9583,9614,9582,9526,9576,9615,9499,9615,9588,9501,9586,9617,9582,9524,9583,9612,9501,9602,9589,9499,9575,9618,9584,9519,9584,9617,9506,9617,9588,9498,9582,9612,9585,9532,9574,9619,9503,9610,9587,9495
